site,quadrat,identifier,date_collected,class,order,suborder,family,genus,final_id,total_length_mm,notes,photo,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,4,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,4,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,5,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,Ischyrocerus,Ischyrocerus anguipes,4,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,3,,,
Choked I5,7,Tanya,4-Jul-17,,,,,,microfiber,,,,
Choked I5,7,Tanya,4-Jul-17,,,,,,microfiber,,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,Aoroides,Aoroides intermedia,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,Aoroides,Aoroides intermedia,3,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Gastropoda,Neogastropoda,,Columbellidae,Amphissa,Amphissa,4,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,Aoroides,Aoroides intermedia,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Isopoda,Valvifera,Idoteidae,Idotea,Idotea,5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Isopoda,Valvifera,Idoteidae,Idotea,Idotea,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,1.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Isopoda,Valvifera,Idoteidae,Idotea,Idotea,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella laeviuscula,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,Aoroides,Aoroides intermedia,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Isopoda,Valvifera,Idoteidae,Idotea,Idotea,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,Aoroides,Aoroides intermedia,4,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,3,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,3,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,4,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Isopoda,Valvifera,Idoteidae,Idotea,Idotea,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,1,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,3,,,
Choked I5,7,Tanya,4-Jul-17,Polychaeta,Phyllodocida,,Nereididae,Micronereis,Micronereis,0.25,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,Ischyrocerus,Ischyrocerus anguipes,4,,,
Choked I5,7,Tanya,4-Jul-17,Hexanauplia,Sessilia,,,,Sessilia,0.5,cyprid,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,3,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,3,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
Choked I5,7,Tanya,4-Jul-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,,Aoridae,2,,,
